,water_availability_gw[MCM]
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0021035019090087266
756,0.012898955661570559
757,0.012898955661570559
758,0.012898955661570559
759,0.012898955661570559
760,0.012898955661570559
761,0.012898955661570559
762,0.012898955661570559
763,0.012898955661570559
764,0.012898955661570559
765,0.012898955661570559
766,0.012898955661570559
767,0.012898955661570559
768,0.012898955661570559
769,0.012898955661570559
770,0.012898955661570559
771,0.012898955661570559
772,0.012898955661570559
773,0.012898955661570559
774,0.012898955661570559
775,0.012898955661570559
776,0.012898955661570559
777,0.012898955661570559
778,0.012898955661570559
779,0.012898955661570559
780,0.0112051085728651
781,0.0029840743203483435
782,0.01084588019295486
783,0.010869413560653917
784,0.00027716710099976496
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.005104786251386103
807,0.012898955661570559
808,0.012898955661570559
809,0.012898955661570559
810,0.012898955661570559
811,0.012898955661570559
812,0.012898955661570559
813,0.012898955661570559
814,0.012898955661570559
815,0.012898955661570559
816,0.012898955661570559
817,0.012898955661570559
818,0.012898955661570559
819,0.012898955661570559
820,0.012898955661570559
821,0.012898955661570559
822,0.012898955661570559
823,0.012898955661570559
824,0.012898955661570559
825,0.012898955661570559
826,0.012898955661570559
827,0.012898955661570559
828,0.012898955661570559
829,0.012898955661570559
830,0.012898955661570559
831,0.012898955661570559
832,0.012848812856599057
833,0.009314127290384715
834,0.005603437285551604
835,0.004937216512766106
836,0.0002756024527803138
837,0.011246422415010176
838,0.012898955661570559
839,0.005206834750118916
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.005465951287910127
862,0.012898955661570559
863,0.012898955661570559
864,0.012898955661570559
865,0.012898955661570559
866,0.012898955661570559
867,0.012898955661570559
868,0.012898955661570559
869,0.012898955661570559
870,0.012898955661570559
871,0.012898955661570559
872,0.012898955661570559
873,0.012898955661570559
874,0.012898955661570559
875,0.012898955661570559
876,0.012898955661570559
877,0.012898955661570559
878,0.012898955661570559
879,0.012898955661570559
880,0.012898955661570559
881,0.012898955661570559
882,0.012898955661570559
883,0.012898955661570559
884,0.012898955661570559
885,0.012898955661570559
886,0.012898955661570559
887,0.012898955661570559
888,0.012898955661570559
889,0.012898955661570559
890,0.012898955661570559
891,0.008279874983076412
892,0.011666060567197956
893,0.012898955661570559
894,0.010603918360209252
895,1.911186230942794e-05
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.006066612833413788
917,0.012898955661570559
918,0.012898955661570559
919,0.012898955661570559
920,0.012898955661570559
921,0.012898955661570559
922,0.012898955661570559
923,0.012898955661570559
924,0.012898955661570559
925,0.012898955661570559
926,0.012898955661570559
927,0.012898955661570559
928,0.012898955661570559
929,0.012898955661570559
930,0.012898955661570559
931,0.012898955661570559
932,0.012898955661570559
933,0.012898955661570559
934,0.012898955661570559
935,0.012898955661570559
936,0.012898955661570559
937,0.012898955661570559
938,0.012898955661570559
939,0.012898955661570559
940,0.012898955661570559
941,0.012898955661570559
942,0.012898955661570559
943,0.012898955661570559
944,0.012898955661570559
945,0.012898955661570559
946,0.012618371980363738
947,0.002112461539014159
948,0.009136549379741635
949,0.012898955661570559
950,0.012898955661570559
951,0.003621703004732361
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.006179515324182297
973,0.012898955661570559
974,0.012898955661570559
975,0.012898955661570559
976,0.012898955661570559
977,0.012898955661570559
978,0.012898955661570559
979,0.012898955661570559
980,0.012898955661570559
981,0.012898955661570559
982,0.012898955661570559
983,0.012898955661570559
984,0.012898955661570559
985,0.012898955661570559
986,0.012898955661570559
987,0.012898955661570559
988,0.012898955661570559
989,0.012898955661570559
990,0.012898955661570559
991,0.012898955661570559
992,0.012898955661570559
993,0.012898955661570559
994,0.012898955661570559
995,0.012898955661570559
996,0.012898955661570559
997,0.012898955661570559
998,0.012898955661570559
999,0.012898955661570559
1000,0.012898955661570559
1001,0.012898955661570559
1002,0.012898955661570559
1003,0.011248124683783327
1004,0.0002397329694605831
1005,0.0012010045987603316
1006,0.011215923636022328
1007,0.012898955661570559
1008,0.009965685933889194
1009,6.167889790972574e-07
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.004972961409751864
1030,0.012898955661570559
1031,0.012898955661570559
1032,0.012898955661570559
1033,0.012898955661570559
1034,0.012898955661570559
1035,0.012898955661570559
1036,0.012898955661570559
1037,0.012898955661570559
1038,0.012898955661570559
1039,0.012898955661570559
1040,0.012898955661570559
1041,0.012898955661570559
1042,0.012898955661570559
1043,0.012898955661570559
1044,0.012898955661570559
1045,0.012898955661570559
1046,0.012898955661570559
1047,0.012898955661570559
1048,0.012898955661570559
1049,0.012898955661570559
1050,0.012898955661570559
1051,0.012898955661570559
1052,0.012898955661570559
1053,0.012898955661570559
1054,0.012898955661570559
1055,0.012898955661570559
1056,0.012898955661570559
1057,0.012898955661570559
1058,0.012898955661570559
1059,0.012898955661570559
1060,0.012898955661570559
1061,0.004203179970416213
1062,5.834152126833233e-05
1063,0.0012711275394554588
1064,0.006150256681855065
1065,0.011327803713050278
1066,0.012898955661570559
1067,0.004133368664889603
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.00395841732579542
1088,0.012898955661570559
1089,0.012898955661570559
1090,0.012898955661570559
1091,0.012898955661570559
1092,0.012898955661570559
1093,0.012898955661570559
1094,0.012898955661570559
1095,0.012898955661570559
1096,0.012898955661570559
1097,0.012898955661570559
1098,0.012898955661570559
1099,0.012898955661570559
1100,0.012898955661570559
1101,0.012898955661570559
1102,0.012898955661570559
1103,0.012898955661570559
1104,0.012898955661570559
1105,0.012898955661570559
1106,0.012898955661570559
1107,0.012898955661570559
1108,0.012898955661570559
1109,0.012898955661570559
1110,0.012898955661570559
1111,0.012898955661570559
1112,0.012898955661570559
1113,0.012898955661570559
1114,0.012898955661570559
1115,0.012898955661570559
1116,0.012898955661570559
1117,0.012898955661570559
1118,0.012898955661570559
1119,0.010614248279713497
1120,3.439717369296929e-05
1121,0.00030863863528323836
1122,0.011928098960146918
1123,0.012898955661570559
1124,0.012898337490255731
1125,0.012898955661570559
1126,0.011114619418684805
1127,0.00013266448214021016
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.007635847697173538
1147,0.012898955661570559
1148,0.012898955661570559
1149,0.012898955661570559
1150,0.012898955661570559
1151,0.012898955661570559
1152,0.012898955661570559
1153,0.012898955661570559
1154,0.012898955661570559
1155,0.012898955661570559
1156,0.012898955661570559
1157,0.012898955661570559
1158,0.012898955661570559
1159,0.012898955661570559
1160,0.012898955661570559
1161,0.012898955661570559
1162,0.012898955661570559
1163,0.012898955661570559
1164,0.012898955661570559
1165,0.012898955661570559
1166,0.012898955661570559
1167,0.012898955661570559
1168,0.012898955661570559
1169,0.012898955661570559
1170,0.012898955661570559
1171,0.012898955661570559
1172,0.012898955661570559
1173,0.012898955661570559
1174,0.012898955661570559
1175,0.012898955661570559
1176,0.012898955661570559
1177,0.012898955661570559
1178,0.012898955661570559
1179,0.005463900620735673
1180,0.0
1181,0.005747209705809876
1182,0.012898955661570559
1183,0.012699153034184393
1184,0.009960813855325752
1185,0.012898955661570559
1186,0.0038611900134175622
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.010919882737522368
1206,0.012898955661570559
1207,0.012898955661570559
1208,0.012898955661570559
1209,0.012898955661570559
1210,0.012898955661570559
1211,0.012898955661570559
1212,0.012898955661570559
1213,0.012898955661570559
1214,0.012898955661570559
1215,0.012898955661570559
1216,0.012898955661570559
1217,0.012898955661570559
1218,0.012898955661570559
1219,0.012898955661570559
1220,0.012898955661570559
1221,0.012898955661570559
1222,0.012898955661570559
1223,0.012898955661570559
1224,0.012898955661570559
1225,0.012898955661570559
1226,0.012898955661570559
1227,0.012898955661570559
1228,0.012898955661570559
1229,0.012898955661570559
1230,0.012898955661570559
1231,0.012898955661570559
1232,0.012898955661570559
1233,0.012898955661570559
1234,0.012898955661570559
1235,0.012898955661570559
1236,0.012898955661570559
1237,0.012898955661570559
1238,0.011999641060774608
1239,0.0007999856282261377
1240,3.554340227825063e-05
1241,2.8409176858907133e-05
1242,0.008900825904689737
1243,0.011501278740450479
1244,0.007582601848568462
1245,0.012898955661570559
1246,0.008631631155987184
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.008029738314066158
1266,0.012898955661570559
1267,0.012898955661570559
1268,0.012898955661570559
1269,0.012898955661570559
1270,0.012898955661570559
1271,0.012898955661570559
1272,0.012898955661570559
1273,0.012898955661570559
1274,0.012898955661570559
1275,0.012898955661570559
1276,0.012898955661570559
1277,0.012898955661570559
1278,0.012898955661570559
1279,0.012898955661570559
1280,0.012898955661570559
1281,0.012898955661570559
1282,0.012898955661570559
1283,0.012898955661570559
1284,0.012898955661570559
1285,0.012898955661570559
1286,0.012898955661570559
1287,0.012898955661570559
1288,0.012898955661570559
1289,0.012898955661570559
1290,0.012898955661570559
1291,0.012898955661570559
1292,0.012898955661570559
1293,0.012898955661570559
1294,0.012898955661570559
1295,0.012898955661570559
1296,0.012898955661570559
1297,0.012898955661570559
1298,0.012898955661570559
1299,0.006915563104571607
1300,0.0017441669032624409
1301,0.0024371563745983526
1302,0.0016927801683223058
1303,0.011593327936911584
1304,0.010887403150547594
1305,0.012788852124329876
1306,0.011644317363276622
1307,0.00012589551840761325
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0010178412745880609
1326,0.012871992302878617
1327,0.012898955661570559
1328,0.012898955661570559
1329,0.012898955661570559
1330,0.012898955661570559
1331,0.012898955661570559
1332,0.012898955661570559
1333,0.012898955661570559
1334,0.012898955661570559
1335,0.012898955661570559
1336,0.012898955661570559
1337,0.012898955661570559
1338,0.012898955661570559
1339,0.012898955661570559
1340,0.012898955661570559
1341,0.012898955661570559
1342,0.012898955661570559
1343,0.012898955661570559
1344,0.012898955661570559
1345,0.012898955661570559
1346,0.012898955661570559
1347,0.012898955661570559
1348,0.012898955661570559
1349,0.012898955661570559
1350,0.012898955661570559
1351,0.012898955661570559
1352,0.012898955661570559
1353,0.012898955661570559
1354,0.012898955661570559
1355,0.012898955661570559
1356,0.012898955661570559
1357,0.012898955661570559
1358,0.012898955661570559
1359,0.012660193200296403
1360,0.003302352011869387
1361,0.002263426505668725
1362,0.007741542632521875
1363,0.0003388528849560549
1364,0.01206850923241799
1365,0.012263826872816047
1366,0.011259078060183855
1367,0.012898955661570559
1368,0.004330369921419933
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.010977857225848911
1388,0.012898955661570559
1389,0.012898955661570559
1390,0.012898955661570559
1391,0.012898955661570559
1392,0.012898955661570559
1393,0.012898955661570559
1394,0.012898955661570559
1395,0.012898955661570559
1396,0.012898955661570559
1397,0.012898955661570559
1398,0.012898955661570559
1399,0.012898955661570559
1400,0.012898955661570559
1401,0.012898955661570559
1402,0.012898955661570559
1403,0.012898955661570559
1404,0.012898955661570559
1405,0.012898955661570559
1406,0.012898955661570559
1407,0.012898955661570559
1408,0.012898955661570559
1409,0.012898955661570559
1410,0.012898955661570559
1411,0.012898955661570559
1412,0.012898955661570559
1413,0.012898955661570559
1414,0.012898955661570559
1415,0.012898955661570559
1416,0.012898955661570559
1417,0.012898955661570559
1418,0.012898955661570559
1419,0.012898955661570559
1420,0.012898955661570559
1421,0.012492189060264579
1422,0.0070675746940313785
1423,0.0016118600191044573
1424,0.0013880833978876942
1425,0.005105202982369696
1426,0.00019129958911333206
1427,0.00959909965686647
1428,0.010835004167818964
1429,0.009143968717814175
1430,0.010575824610536211
1431,0.009441440976330373
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0036555630463761778
1451,0.010237960629918094
1452,0.012898946161985095
1453,0.012898955661570559
1454,0.012898955661570559
1455,0.012898955661570559
1456,0.012898955661570559
1457,0.012898955661570559
1458,0.012898955661570559
1459,0.012898955661570559
1460,0.012898955661570559
1461,0.012898955661570559
1462,0.012898955661570559
1463,0.012898955661570559
1464,0.012898955661570559
1465,0.012898955661570559
1466,0.012898955661570559
1467,0.012898955661570559
1468,0.012898955661570559
1469,0.012898955661570559
1470,0.012898955661570559
1471,0.012898955661570559
1472,0.012898955661570559
1473,0.012898955661570559
1474,0.012898955661570559
1475,0.012898955661570559
1476,0.012898955661570559
1477,0.012898955661570559
1478,0.012898955661570559
1479,0.012898955661570559
1480,0.012898955661570559
1481,0.012898955661570559
1482,0.012898955661570559
1483,0.012898955661570559
1484,0.012898955661570559
1485,0.012898955661570559
1486,0.012866270349085964
1487,0.009848878419971866
1488,0.00482916014837307
1489,0.0015040865685088378
1490,9.073629119410075e-05
1491,0.0
1492,0.0
1493,0.002011222616508951
1494,0.011747044161200109
1495,0.007362409515207849
1496,0.004121520269979796
1497,0.010523165947576903
1498,0.0019727777799824747
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
