FLH_pv,FLH_el
1911.92,3700.963476139994
1914.8064516129032,3491.0762666868395
1917.6891891891892,3570.401459429384
1877.409090909091,4376.92787475654
1837.0,4442.819301088573
1852.4736842105262,4434.020841414371
1843.5,5785.330412172887
1843.4666666666667,5770.242345094914
1846.3181818181818,5703.016599404305
1849.5,5957.984190094954
1853.0666666666666,5773.9080007278535
1857.820512820513,5383.478211155714
1863.1333333333334,5205.40699816469
1866.4285714285713,5118.094928510924
1869.8461538461538,5109.469350533182
1876.0,4908.537259216508
1880.1153846153845,4575.285455254518
1883.4666666666667,4435.057273963612
1888.5641025641025,4311.67111539279
1892.1129032258063,4058.4312336632574
1898.0454545454545,4027.1628056484915
1902.2,4039.5685057583905
1906.6744186046512,3871.0966806171637
1914.45,4029.7186791469576
1910.5824175824175,4068.205781282886
1899.28125,4150.997074048762
1905.72131147541,3897.22005557979
1904.7435897435898,3888.761815347767
1871.0,4330.087213007588
1839.5,5889.987725030107
1841.3,5851.178818662243
1845.909090909091,5877.6511847867805
1849.1923076923076,6081.741527278296
1851.7,5908.902766790794
1854.3684210526317,5613.277895021514
1859.0,5406.054997480562
1864.421052631579,5346.646295935905
1866.8260869565217,5333.387155886769
1874.4705882352941,5105.006084670691
1879.1764705882354,4824.226160444756
1883.5185185185185,4712.771225553384
1886.4375,4539.288665454864
1889.128205128205,4552.617636185518
1893.139534883721,4617.927314855013
1897.3428571428572,4399.793935297319
1901.7391304347825,4122.291961703362
1910.409090909091,3939.686168034823
1919.109589041096,4293.484532019007
1925.1666666666667,4151.268699662527
1930.6279069767443,3686.805002668727
1934.5833333333333,3430.990060496464
1911.7522935779816,3821.0304048676044
1878.4782608695652,4357.315831522428
1870.0,5721.738836376986
1837.0,5860.096556562727
1838.2,5867.197854457394
1841.6666666666667,5954.09002226498
1844.909090909091,6128.195915943506
1849.3823529411766,5977.990711330378
1854.5,5794.391501043661
1857.0588235294117,5684.676918674755
1861.909090909091,5593.170076820737
1866.3,5458.217314130423
1871.75,5332.064685468591
1876.5652173913043,5006.955392275791
1881.2,4803.915410672693
1886.421052631579,4864.344003487262
1888.5,5094.669271486899
1891.4347826086957,4802.864608527161
1894.5428571428572,4590.569332125102
1898.6486486486488,4303.256567426404
1905.945945945946,4430.18819712277
1912.719298245614,4615.113977913803
1919.7441860465117,4422.380121354625
1922.7608695652175,4329.880804677581
1923.139240506329,4214.660011923843
1926.7456140350878,3883.468219166418
1912.4554455445545,3998.580692304793
1889.679487179487,4319.628717817686
1886.425,4863.702558418299
1872.7586206896551,5842.350278163416
1886.8333333333333,5945.445855459344
1892.6666666666667,6079.016990130913
1835.3333333333333,6075.229275238555
1838.2777777777778,6043.172153031599
1838.0,6209.143726260896
1838.9736842105262,6224.208477053122
1843.3030303030303,6122.76849777918
1847.6065573770493,5936.670478051034
1855.888888888889,5883.4097368173825
1862.8947368421052,5700.7409280786815
1866.3333333333333,5484.377935157478
1868.3076923076924,5354.872041262075
1872.025641025641,5183.291163414338
1877.2,5093.878041825228
1883.0357142857142,5305.159955348005
1889.157894736842,5190.693378862605
1892.7241379310344,5032.152412281866
1893.9722222222222,4838.506574944331
1898.35,4633.789165745809
1903.173076923077,4921.309791812528
1909.6521739130435,4666.851509734435
1915.35,4415.773707986897
1918.0681818181818,4327.856716022594
1919.7619047619048,4425.228383262496
1921.037037037037,4283.449164500955
1926.5945945945946,3999.1181593574292
1928.3561643835617,3838.541040405311
1915.7075471698113,4240.591058348218
1883.8095238095239,4719.4219523961365
1900.1,5937.681773694087
1887.7096774193549,6024.322138321324
1869.125,5971.100229261618
1837.2857142857142,6220.873384636216
1838.8,6259.217609521904
1836.0681818181818,6300.442284683231
1835.0714285714287,6220.178308925999
1838.6363636363637,6063.717193533987
1841.1764705882354,6068.6033012399275
1850.2395833333333,6035.20915676342
1858.6140350877192,5807.7293324505445
1863.2424242424242,5675.199442038371
