,water_availability_sw[MCM]
854,0.21228244785560874
855,0.143427855303124
856,0.1293931809136865
857,0.18198966671342362
858,0.11476485332282614
859,0.15989599488475162
860,0.14811876845816013
861,0.07112742852464463
862,0.0828053078033854
863,0.11744425669896184
864,0.1587124679929653
865,0.11013873178595344
866,0.07193597392630977
867,0.12309435576789325
868,0.12801311944680432
869,0.08815250605740252
870,0.13038422270651212
871,0.16806189849395592
872,0.13812358149614018
873,0.11501673073843667
874,0.16874841968141313
875,0.16055902911062458
876,0.1677249820795058
877,0.15312095134545672
878,0.12340859511598612
879,0.11909374331137383
880,0.13853257858579715
881,0.1444288858037498
882,0.1736806816141083
883,0.15695310559475106
884,0.12808385029663277
885,0.14486406950574784
886,0.15436576030942264
887,0.15707863935494282
888,0.14207074086767468
889,0.1396361958151818
890,0.13908033772435427
891,0.10252706647712259
892,0.10399702631420661
893,0.10409664342713297
894,0.07487319394972099
895,0.09005818952663597
896,0.13417318254369748
897,0.11328679453347168
898,0.12567171234542146
899,0.12691868102999282
900,0.09831102189020961
901,0.08644821653462724
902,0.09347405762922993
903,0.14359577358019768
904,0.1257070777703357
905,0.13727562119342557
906,0.16700849476864796
907,0.14466564517512218
908,0.1300632342315272
909,0.26502876427234895
910,0.21714991817014043
911,0.1674455682261758
912,0.11743696764191844
913,0.09706729278654641
914,0.1273193092023037
915,0.10580795204187596
916,0.08097872410132655
917,0.09348998556869512
918,0.19377580198751257
919,0.16400000396525688
920,0.11186164889895073
921,0.1013681064072233
922,0.09788393714048199
923,0.12434402410322141
924,0.11228927357882972
925,0.17394200780736768
926,0.15905910315013994
927,0.1737476329528772
928,0.14590883434863403
929,0.16189373644479232
930,0.17109009674787168
931,0.13300180408031684
932,0.15635243330136042
933,0.08871133376406255
934,0.11871336251973907
935,0.12660390175174857
936,0.1386753901108325
937,0.13926418394089315
938,0.13359437742143704
939,0.13517664273000443
940,0.14438353167103535
941,0.13699269779411172
942,0.14377853993643383
943,0.17003264354642852
944,0.12665195553521982
945,0.14757910827187348
946,0.14616233155469865
947,0.021891198021911147
948,0.10095424994620403
949,0.08997072084211527
950,0.11813725704823543
951,0.09573474517298411
952,0.1102383488988798
953,0.16543513830757803
954,0.18692786787778376
955,0.14223217998293206
956,0.13372450058791535
957,0.09396458417174262
958,0.157931998959171
959,0.11534554820061635
960,0.10977454889885953
961,0.08856744237872449
962,0.09169660757094504
963,0.1067844157206148
964,0.11149179674526752
965,0.20451312294258012
966,0.11713514668730689
967,0.1629268927894242
968,0.09368139080735306
969,0.09019560175015769
970,0.11754090419605569
971,0.1408456393542335
972,0.05319688812805207
973,0.11899304633814475
974,0.19502115088162986
975,0.12650374470867085
976,0.12981000699053824
977,0.14334011665352758
978,0.11872740070367448
979,0.12162844540694444
980,0.16977374703885026
981,0.14608593143828086
982,0.17069378801677174
983,0.1520640380741649
984,0.11128446356714437
985,0.121663540866783
986,0.1430876993077657
987,0.13720408044837007
988,0.11908024505758977
